"Hostname","IP","Platform","Capabilities","Local Interface","Remote Interface","Version"
"ENCORE-HUB305-B.encore.ncl.com","10.70.0.112","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/13","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-B.encore.ncl.com","10.70.0.112","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/13","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-B.encore.ncl.com","10.70.0.112","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/13","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-B.encore.ncl.com","10.70.0.112","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/13","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-Encoder.encore.ncl.com","10.70.0.212","cisco WS-C3850-48T","Switch IGMP","TenGigabitEthernet2/5/13","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-HUB305-Encoder.encore.ncl.com","10.70.0.212","cisco WS-C3850-48T","Switch IGMP","TenGigabitEthernet1/5/13","TenGigabitEthernet1/1/3","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-WLC-Standby","10.70.0.250","AIR-CT8540-K9","Host","TenGigabitEthernet2/1/32","TenGigabitEthernet0/0/1","Manufacturer's Name: Cisco Systems Inc.  Product Name: Cisco Controller  Product Version: 8.8.125.0  RTOS Version: 8.8.125.0  Bootloader Version: 8.1.102.0  Build Type: DATA + WPS"
"ENCORE-WLC-Standby","10.70.0.250","AIR-CT8540-K9","Host","TenGigabitEthernet2/5/32","TenGigabitEthernet0/0/2","Manufacturer's Name: Cisco Systems Inc.  Product Name: Cisco Controller  Product Version: 8.8.125.0  RTOS Version: 8.8.125.0  Bootloader Version: 8.1.102.0  Build Type: DATA + WPS"
"ENCORE-WLC-Standby","10.70.0.250","AIR-CT8540-K9","Host","TenGigabitEthernet2/6/1","TenGigabitEthernet0/0/3","Manufacturer's Name: Cisco Systems Inc.  Product Name: Cisco Controller  Product Version: 8.8.125.0  RTOS Version: 8.8.125.0  Bootloader Version: 8.1.102.0  Build Type: DATA + WPS"
"ENCORE-WLC-Standby","10.70.0.250","AIR-CT8540-K9","Host","TenGigabitEthernet2/6/2","TenGigabitEthernet0/0/4","Manufacturer's Name: Cisco Systems Inc.  Product Name: Cisco Controller  Product Version: 8.8.125.0  RTOS Version: 8.8.125.0  Bootloader Version: 8.1.102.0  Build Type: DATA + WPS"
"ENCORE-HUB504-A.Encore.ncl.com","10.70.0.121","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/22","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-A.Encore.ncl.com","10.70.0.121","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/22","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-A.Encore.ncl.com","10.70.0.121","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/22","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-A.Encore.ncl.com","10.70.0.121","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/22","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-B.Encore.ncl.com","10.70.0.122","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/23","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-B.Encore.ncl.com","10.70.0.122","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/23","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-B.Encore.ncl.com","10.70.0.122","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/23","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB504-B.Encore.ncl.com","10.70.0.122","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/23","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-A.Encore.ncl.com","10.70.0.111","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/12","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-A.Encore.ncl.com","10.70.0.111","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/12","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-A.Encore.ncl.com","10.70.0.111","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/12","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB305-A.Encore.ncl.com","10.70.0.111","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/12","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-3850-HUB609.encore.ncl.com","10.0.54.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/28","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB609.encore.ncl.com","10.0.54.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/28","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB209.encore.ncl.com","10.0.14.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/7","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB209.encore.ncl.com","10.0.14.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/7","TenGigabitEthernet3/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-DC304-9K-SW01(FDO21202MJE)","10.70.0.8","N9K-C93180YC-EX","Router Switch IGMP CVTA phone port","TenGigabitEthernet2/6/3","Ethernet1/54","Cisco Nexus Operating System (NX-OS) Software, Version 7.0(3)I7(8)"
"ENCORE-DC304-9K-SW01(FDO21202MJE)","10.70.0.8","N9K-C93180YC-EX","Router Switch IGMP CVTA phone port","TenGigabitEthernet2/2/31","Ethernet1/53","Cisco Nexus Operating System (NX-OS) Software, Version 7.0(3)I7(8)"
"ENCORE-DC304-9K-SW01(FDO21202MJE)","10.70.0.8","N9K-C93180YC-EX","Router Switch CVTA phone port","GigabitEthernet2/7/48","mgmt0","Cisco Nexus Operating System (NX-OS) Software, Version 7.0(3)I7(8)"
"ENCORE-HUB613.Encore.ncl.com","10.70.0.129","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/30","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB206.Encore.ncl.com","10.70.0.105","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/6","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB206.Encore.ncl.com","10.70.0.105","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/6","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB206.Encore.ncl.com","10.70.0.105","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/6","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB206.Encore.ncl.com","10.70.0.105","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/6","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB114.Encore.ncl.com","10.70.0.103","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/4","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB114.Encore.ncl.com","10.70.0.103","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/4","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB114.Encore.ncl.com","10.70.0.103","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/4","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB114.Encore.ncl.com","10.70.0.103","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/4","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB613.Encore.ncl.com","10.70.0.129","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/30","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB613.Encore.ncl.com","10.70.0.129","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/30","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB613.Encore.ncl.com","10.70.0.129","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/2/30","TenGigabitEthernet6/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-3850-HUB412.encore.ncl.com","10.0.38.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/20","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB412.encore.ncl.com","10.0.38.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/20","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB205.encore.ncl.com","10.0.10.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/5","TenGigabitEthernet4/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB205.encore.ncl.com","10.0.10.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/5","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB403.encore.ncl.com","10.0.32.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/17","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB403.encore.ncl.com","10.0.32.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/17","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB304.encore.ncl.com","10.0.22.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/11","TenGigabitEthernet1/1/3","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB304.encore.ncl.com","10.0.22.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/11","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-HUB317.Encore.ncl.com","10.70.0.115","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/16","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB317.Encore.ncl.com","10.70.0.115","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/16","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB317.Encore.ncl.com","10.70.0.115","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/16","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB317.Encore.ncl.com","10.70.0.115","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/16","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-3850-HUB305.encore.ncl.com","10.0.24.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/12","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB512.encore.ncl.com","10.0.46.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/24","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB107.encore.ncl.com","10.0.4.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/2","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB305.encore.ncl.com","10.0.24.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/12","TenGigabitEthernet3/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB107.encore.ncl.com","10.0.4.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/2","TenGigabitEthernet3/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB215.encore.ncl.com","10.0.16.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/8","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB314.encore.ncl.com","10.0.28.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/15","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB215.encore.ncl.com","10.0.16.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/8","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB512.encore.ncl.com","10.0.46.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/24","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB314.encore.ncl.com","10.0.28.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/15","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB104.encore.ncl.com","10.0.2.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/1","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB104.encore.ncl.com","10.0.2.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/1","TenGigabitEthernet2/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-HUB215.Encore.ncl.com","10.70.0.107","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/8","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB215.Encore.ncl.com","10.70.0.107","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/8","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB215.Encore.ncl.com","10.70.0.107","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/8","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB215.Encore.ncl.com","10.70.0.107","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/8","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB314.Encore.ncl.com","10.70.0.114","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/15","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB314.Encore.ncl.com","10.70.0.114","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/15","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB314.Encore.ncl.com","10.70.0.114","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/15","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB314.Encore.ncl.com","10.70.0.114","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/15","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-3850-HUB216.encore.ncl.com","10.0.18.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/9","TenGigabitEthernet3/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB216.encore.ncl.com","10.0.18.1","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/9","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB317.encore.ncl.com","10.70.0.215","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet2/5/16","TenGigabitEthernet1/1/4","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-3850-HUB317.encore.ncl.com","10.70.0.215","cisco WS-C3850-24XU","Switch IGMP","TenGigabitEthernet1/5/16","TenGigabitEthernet1/1/3","Cisco IOS Software [Denali], Catalyst L3 Switch Software (CAT3K_CAA-UNIVERSALK9-M), Version 16.3.6, RELEASE SOFTWARE (fc3)"
"ENCORE-HUB412.Encore.ncl.com","10.70.0.119","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/1/20","TenGigabitEthernet3/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB412.Encore.ncl.com","10.70.0.119","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet2/2/20","TenGigabitEthernet4/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB412.Encore.ncl.com","10.70.0.119","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/2/20","TenGigabitEthernet4/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB412.Encore.ncl.com","10.70.0.119","cisco WS-C4507R+E","Switch IGMP","TenGigabitEthernet1/1/20","TenGigabitEthernet3/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB205.Encore.ncl.com","10.70.0.104","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/2/5","TenGigabitEthernet6/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB205.Encore.ncl.com","10.70.0.104","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet1/1/5","TenGigabitEthernet5/1","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
"ENCORE-HUB205.Encore.ncl.com","10.70.0.104","cisco WS-C4510R+E","Switch IGMP","TenGigabitEthernet2/1/5","TenGigabitEthernet5/2","Cisco IOS Software, IOS-XE Software, Catalyst 4500 L3 Switch  Software (cat4500es8-UNIVERSALK9-M), Version 03.08.06.E RELEASE SOFTWARE (fc4)"
